texto,classe
credenciamento de pessoas físicas interessadas na prestação dos serviços de profissionais nos cargos de segurança e serviços de apoio de limpeza para realizar higienização dos ambientes e equipamentos do setor covid por meio de processos de limpeza adequados para atuarem nas ações de enfrentamento da pandemia causado pelo novo coronavirus desenvolvidas pela secretaria municipal de saude de floriano,0
aquisiçao de fardamentos em geral destinados ao enfrentamento da emergencia de saúde pública decorrente do novo coronavirus covid  no municipio de municipio de fronteiras pi,0
objeto contratação em caráter emergencial de fornecedor para aquisição de kits de limpeza para o enfrentamento da pandemia da covid  o âmbito do município de milton brandão  pi,0
contratação de pessoa jurídica especializada para prestação de serviços de locação de estruturas para serem usadas em um hospital de campanha contra a covid  no município de novo santo antônio pi no período de agosto a novembro de,0
generos alimenticios necessario as acoes de enfrentamento ao covid  como medida de enfrentamento ao covid  conforme portaria n® de de maio de do ministerio da cidadania,0
aquisição de generos alimenticios para atender as necessidades do acolhimento institucional adulto da secretaria de desenvolvimento social e cidadania do municipio de parnaiba pi como medida de enfrentamento ao covid  conforme portaria n® de de maio de ministerio da cidadania,0
aquisição de material de consumo para ser utilizado por esta secretaria municipal de educação semec para fins de prevenção do coronavírus,0
locação de grupos geradores de energia elétrica com potência de e kva incluindo entrega instalação manutenção e retirada para o hospital de campanha com sessenta leitos de uti anexo ao hospital de urgência de teresina  hut como medidas de enfrentamento da covid,0
pacotes de guardanapo de papel,0
litros de água sanitária,0
adquirir quatro unidades de totem dispensador de álcool em gel com mecanismo de acionamento via pedal estrutura metálica medidas aproximadas m x m base antiderrapante capacidade do recipiente de álcool em gel litro logomarca do ipmt inclusa e quatro unidades de tapete capacho sanitizante medindo aproximadamente cm x cm em vinil pvc borda vedante que impede vazamento de líquidos espessura mínima mm antiderrapante antichama e não mancha,0
serviço de manutenção corretiva veiculo doblo hrtn,0
serviço de laudagem de exames de tomografia,1
serviço de especificação em segurança no trabalho,0
serviço de rebombinamento em motor enceradeira,0
contratação de empresa para prestação de serviços de divulgação de campanha no combate a covid o municipio de boqueirão do piauí pi,0
confecção fardamento secretaria de saúde samu atendimento necessidades samu eliminação de carga viral covid,0
locação de tendas x mt padronizada para utilização barreiras sanitárias e em espaços públicos durante dias em ações e medidas preventivas no combate e enfrentamento da pandemia do novo coronavirus covid  através da secretaria municipal de saúde no município de jurema pi,0
aquisição de materiais de higiene e limpeza para atender necessidade da secretaria de saúde em ações de enfrentamento e combate a pandemia do novo coronavirus covid  no município de jurema pi,0
aquisição de combustiveis gasolina comum e óleo diesel especial s  destinados a veiculos da secretaria de saúde em ações de enfrentamento e combate a pandemia do novo coronavirus covid  no município de jurema pi,0
locação de veículo tipo caminhonete a diesel automática ara e direção tração x com condutor para atender necessidade da secretaria de saúde em ações de combate e enfrentamento a pandemia do novo coronavirus covid  no município de jurema pi,0
contratação em carater emergencial de empresa para a prestação de serviços de gerenciamento e administração de beneficio de vale alimentação no periodo em que perdurão estado de calamidade pública,0
prestação de serviços de adequação da unidade básica avançada de saúde da sede do municipio para receber pacientes acometidos da covid  que é transmitida pelo coronavirus,0
aquisição de materiais de consumo que venham a minimizar os riscos de contaminação pelo covid,0
prestação de atendimento médico ambulatorial e de urgência emergência em regime de plantões de h em atendimento às necessidades da secretaria municipal de saúde como medida de prevenção e combate à emergência de saúde pública decorrente do novo coronavírus covid no município de antônio almeida pi,1
prestaçao de serviço de concertos e manutenções de equipamento dos gabinetes odontologicos para a secretaria municipal de saúde de baixa grande do ribeiro pi,0
contratação de empresa para fornecimento de material permanente dentro do municipio de baixa grande do ribeiro para atender as necessidades do gabinete secretarias e demais orgaos da administração pública muncipal de baixa grande do ribeiro pi,0
